order_id,customer_id,product_id,order_date,quantity,unit_price,discount_amount,tax_amount,total_amount,payment_status,refund_flag,campaign_id,updated_at
ORD-00004768,CUST-000208,PROD-005,2025-11-12,5,499.0,0.0,199.6,2694.6,Paid,False,,2025-12-18 00:00:00
ORD-00004769,CUST-000884,PROD-011,2024-12-09,2,699.0,69.9,106.25,1434.35,Paid,False,,2025-01-09 00:00:00
ORD-00004770,CUST-000025,PROD-009,2024-07-16,2,299.0,59.8,43.06,581.26,Paid,False,,2024-08-30 00:00:00
ORD-00004771,CUST-000014,PROD-005,2025-11-14,2,499.0,0.0,79.84,1077.84,Paid,False,,2025-12-23 00:00:00
ORD-00004772,CUST-000094,PROD-004,2025-07-27,4,199.0,119.4,54.13,730.73,Paid,False,CMP-0018,2025-08-08 00:00:00
ORD-00004773,CUST-000548,PROD-009,2025-06-08,5,299.0,149.5,107.64,1453.14,Paid,False,CMP-0005,2025-06-12 00:00:00
ORD-00004774,CUST-000267,PROD-001,2025-07-06,2,49.0,9.8,7.06,95.26,Paid,False,CMP-0021,2025-08-07 00:00:00
ORD-00004775,CUST-000598,PROD-001,2025-06-13,2,49.0,0.0,7.84,105.84,Paid,False,CMP-0031,2025-06-30 00:00:00
ORD-00004776,CUST-000820,PROD-002,2025-11-27,1,149.0,22.35,10.13,136.78,Paid,False,,2025-12-22 00:00:00
ORD-00004777,CUST-000028,PROD-005,2025-12-09,1,499.0,0.0,39.92,538.92,Paid,False,,2026-01-06 00:00:00
ORD-00004778,CUST-000527,PROD-006,2025-04-22,3,79.0,23.7,17.06,230.36,Paid,False,CMP-0015,2025-04-26 00:00:00
ORD-00004779,CUST-000740,PROD-004,2025-03-05,1,199.0,0.0,15.92,214.92,Paid,False,CMP-0011,2025-03-13 00:00:00
ORD-00004780,CUST-000425,PROD-003,2025-06-23,2,399.0,0.0,63.84,861.84,Paid,False,CMP-0031,2025-07-31 00:00:00
ORD-00004781,CUST-000926,PROD-004,2025-02-25,3,199.0,0.0,47.76,644.76,Paid,False,,2025-03-09 00:00:00
ORD-00004782,CUST-000663,PROD-006,2025-03-23,1,79.0,7.9,5.69,76.79,Paid,False,,2025-04-09 00:00:00
ORD-00004783,CUST-000035,PROD-004,2025-12-24,1,199.0,29.85,13.53,182.68,Paid,False,CMP-0009,2026-01-29 00:00:00
ORD-00004784,CUST-000542,PROD-007,2025-12-16,1,249.0,12.45,18.92,255.47,Paid,True,,2025-12-26 00:00:00
ORD-00004785,CUST-000384,PROD-005,2025-11-01,4,499.0,199.6,143.71,1940.11,Paid,False,CMP-0032,2025-11-02 00:00:00
ORD-00004786,CUST-000132,PROD-012,2025-12-21,2,189.0,0.0,30.24,408.24,Paid,False,,2026-01-12 00:00:00
ORD-00004787,CUST-000951,PROD-012,2025-12-12,1,189.0,37.8,12.1,163.3,Paid,False,CMP-0001,2026-01-22 00:00:00
ORD-00004788,CUST-000223,PROD-008,2025-09-13,2,599.0,0.0,95.84,1293.84,Paid,False,,2025-10-07 00:00:00
ORD-00004789,CUST-000084,PROD-007,2025-10-22,1,249.0,37.35,16.93,228.58,Paid,False,CMP-0026,2025-11-27 00:00:00
ORD-00004790,CUST-000223,PROD-001,2025-02-13,4,49.0,19.6,14.11,190.51,Paid,False,,2025-03-10 00:00:00
ORD-00004791,CUST-000824,PROD-008,2025-12-29,1,599.0,0.0,47.92,646.92,Paid,False,,2026-01-12 00:00:00
ORD-00004792,CUST-000600,PROD-005,2024-11-04,1,499.0,0.0,39.92,538.92,Paid,False,CMP-0005,2024-12-14 00:00:00
ORD-00004793,CUST-000820,PROD-004,2025-09-15,5,199.0,49.75,75.62,1020.87,Paid,True,CMP-0011,2025-09-30 00:00:00
ORD-00004794,CUST-000462,PROD-010,2025-07-20,3,129.0,58.05,26.32,355.27,Paid,False,,2025-07-31 00:00:00
ORD-00004795,CUST-000117,PROD-001,2025-12-06,3,49.0,7.35,11.17,150.82,Paid,False,CMP-0034,2025-12-17 00:00:00
ORD-00004796,CUST-000388,PROD-004,2025-12-17,2,199.0,59.7,27.06,365.36,Paid,False,CMP-0013,2025-12-28 00:00:00
ORD-00004797,CUST-000200,PROD-010,2024-06-10,2,129.0,51.6,16.51,222.91,Pending,False,,2024-06-10 00:00:00
ORD-00004798,CUST-000557,PROD-012,2025-10-16,1,189.0,0.0,15.12,204.12,Paid,False,,2025-11-25 00:00:00
ORD-00004799,CUST-000270,PROD-007,2025-12-23,1,249.0,0.0,19.92,268.92,Paid,False,CMP-0019,2026-01-24 00:00:00
ORD-00004800,CUST-000971,PROD-007,2025-08-02,5,249.0,62.25,94.62,1277.37,Paid,False,CMP-0021,2025-08-05 00:00:00
ORD-00004801,CUST-000378,PROD-012,2024-05-14,5,189.0,0.0,75.6,1020.6,Failed,False,,2024-06-19 00:00:00
ORD-00004802,CUST-000315,PROD-002,2025-03-16,3,149.0,44.7,32.18,434.48,Paid,False,CMP-0029,2025-04-21 00:00:00
ORD-00004803,CUST-000985,PROD-006,2025-12-09,5,79.0,0.0,31.6,426.6,Paid,False,CMP-0015,2025-12-17 00:00:00
ORD-00004804,CUST-000521,PROD-003,2024-12-01,4,399.0,79.8,121.3,1637.5,Paid,False,,2024-12-13 00:00:00
ORD-00004805,CUST-000171,PROD-006,2025-07-24,2,79.0,0.0,12.64,170.64,Paid,False,CMP-0006,2025-08-11 00:00:00
ORD-00004806,CUST-000481,PROD-011,2025-06-29,3,699.0,209.7,150.98,2038.28,Paid,False,,2025-07-27 00:00:00
ORD-00004807,CUST-000255,PROD-008,2024-09-10,4,599.0,0.0,191.68,2587.68,Paid,False,CMP-0020,2024-09-30 00:00:00
ORD-00004808,CUST-000717,PROD-012,2024-12-03,1,189.0,9.45,14.36,193.91,Failed,False,,2024-12-14 00:00:00
ORD-00004809,CUST-000574,PROD-007,2024-10-18,5,249.0,0.0,99.6,1344.6,Paid,False,,2024-10-22 00:00:00
ORD-00004810,CUST-000731,PROD-011,2025-12-15,2,699.0,139.8,100.66,1358.86,Paid,False,,2026-01-27 00:00:00
ORD-00004811,CUST-000941,PROD-003,2025-09-18,1,399.0,0.0,31.92,430.92,Paid,False,,2025-10-01 00:00:00
ORD-00004812,CUST-000730,PROD-004,2025-08-04,2,199.0,19.9,30.25,408.35,Paid,False,CMP-0011,2025-09-09 00:00:00
ORD-00004813,CUST-000341,PROD-004,2024-12-09,1,199.0,19.9,14.33,193.43,Paid,False,,2024-12-22 00:00:00
ORD-00004814,CUST-000202,PROD-010,2025-04-24,1,129.0,0.0,10.32,139.32,Paid,False,CMP-0017,2025-06-07 00:00:00
ORD-00004815,CUST-000530,PROD-007,2025-10-12,2,249.0,0.0,39.84,537.84,Paid,False,,2025-11-20 00:00:00
ORD-00004816,CUST-000450,PROD-003,2024-06-13,5,399.0,0.0,159.6,2154.6,Paid,False,CMP-0032,2024-06-23 00:00:00
ORD-00004817,CUST-000314,PROD-003,2025-05-20,2,399.0,39.9,60.65,818.75,Paid,False,,2025-05-24 00:00:00
ORD-00004818,CUST-000812,PROD-005,2024-09-28,1,499.0,0.0,39.92,538.92,Paid,False,,2024-10-31 00:00:00
ORD-00004819,CUST-000910,PROD-002,2025-04-08,4,149.0,0.0,47.68,643.68,Paid,False,,2025-04-18 00:00:00
ORD-00004820,CUST-000382,PROD-009,2025-08-17,1,299.0,0.0,23.92,322.92,Paid,False,CMP-0022,2025-09-13 00:00:00
ORD-00004821,CUST-000681,PROD-011,2025-10-09,2,699.0,0.0,111.84,1509.84,Paid,False,,2025-10-29 00:00:00
ORD-00004822,CUST-000985,PROD-012,2025-09-26,1,189.0,0.0,15.12,204.12,Paid,True,CMP-0026,2025-10-18 00:00:00
ORD-00004823,CUST-000012,PROD-003,2025-04-25,1,399.0,0.0,31.92,430.92,Paid,False,,2025-05-01 00:00:00
ORD-00004824,CUST-000365,PROD-006,2025-12-02,1,79.0,3.95,6.0,81.05,Paid,False,,2025-12-05 00:00:00
ORD-00004825,CUST-000738,PROD-007,2024-09-22,1,249.0,12.45,18.92,255.47,Paid,False,,2024-10-01 00:00:00
ORD-00004826,CUST-000498,PROD-006,2025-10-27,5,79.0,0.0,31.6,426.6,Pending,False,CMP-0007,2025-11-22 00:00:00
ORD-00004827,CUST-000792,PROD-006,2025-02-05,3,79.0,35.55,16.12,217.57,Paid,False,CMP-0019,2025-03-20 00:00:00
ORD-00004828,CUST-000475,PROD-003,2024-06-03,3,399.0,0.0,95.76,1292.76,Paid,False,,2024-06-15 00:00:00
ORD-00004829,CUST-000065,PROD-002,2025-03-12,1,149.0,14.9,10.73,144.83,Paid,False,CMP-0028,2025-04-20 00:00:00
ORD-00004830,CUST-000434,PROD-005,2025-02-15,1,499.0,24.95,37.92,511.97,Paid,False,CMP-0030,2025-03-13 00:00:00
ORD-00004831,CUST-000405,PROD-002,2024-12-14,1,149.0,0.0,11.92,160.92,Paid,False,CMP-0024,2024-12-19 00:00:00
ORD-00004832,CUST-000846,PROD-001,2025-08-09,5,49.0,24.5,17.64,238.14,Paid,False,,2025-09-06 00:00:00
ORD-00004833,CUST-000148,PROD-007,2025-12-10,1,249.0,0.0,19.92,268.92,Paid,False,,2025-12-22 00:00:00
ORD-00004834,CUST-000156,PROD-011,2025-06-23,4,699.0,559.2,178.94,2415.74,Paid,False,CMP-0026,2025-07-16 00:00:00
ORD-00004835,CUST-000142,PROD-007,2025-11-15,4,249.0,49.8,75.7,1021.9,Paid,False,CMP-0034,2025-12-25 00:00:00
ORD-00004836,CUST-000568,PROD-001,2025-05-03,1,49.0,0.0,3.92,52.92,Paid,False,CMP-0022,2025-06-10 00:00:00
ORD-00004837,CUST-000996,PROD-011,2025-07-23,1,699.0,0.0,55.92,754.92,Paid,False,CMP-0021,2025-08-08 00:00:00
ORD-00004838,CUST-000619,PROD-009,2025-05-11,1,299.0,29.9,21.53,290.63,Paid,False,CMP-0006,2025-05-24 00:00:00
ORD-00004839,CUST-000817,PROD-004,2025-07-30,1,199.0,0.0,15.92,214.92,Paid,False,,2025-08-19 00:00:00
ORD-00004840,CUST-000852,PROD-004,2025-08-10,4,199.0,0.0,63.68,859.68,Paid,False,CMP-0015,2025-09-07 00:00:00
ORD-00004841,CUST-000601,PROD-011,2025-12-30,4,699.0,419.4,190.13,2566.73,Paid,False,CMP-0032,2026-01-07 00:00:00
ORD-00004842,CUST-000610,PROD-006,2025-10-03,3,79.0,0.0,18.96,255.96,Paid,False,,2025-11-13 00:00:00
ORD-00004843,CUST-000244,PROD-002,2024-09-09,1,149.0,0.0,11.92,160.92,Pending,True,,2024-10-04 00:00:00
ORD-00004844,CUST-000961,PROD-004,2025-12-12,5,199.0,0.0,79.6,1074.6,Pending,False,CMP-0011,2025-12-22 00:00:00
ORD-00004845,CUST-000788,PROD-004,2025-11-05,3,199.0,29.85,45.37,612.52,Paid,False,CMP-0006,2025-11-11 00:00:00
ORD-00004846,CUST-000873,PROD-005,2025-09-29,4,499.0,99.8,151.7,2047.9,Paid,False,CMP-0033,2025-10-27 00:00:00
ORD-00004847,CUST-000984,PROD-005,2025-12-10,2,499.0,49.9,75.85,1023.95,Paid,False,,2026-01-03 00:00:00
ORD-00004848,CUST-000349,PROD-007,2024-11-26,1,249.0,49.8,15.94,215.14,Paid,False,,2024-12-06 00:00:00
ORD-00004849,CUST-000144,PROD-004,2025-09-20,4,199.0,0.0,63.68,859.68,Paid,False,CMP-0029,2025-11-01 00:00:00
ORD-00004850,CUST-000860,PROD-008,2025-02-14,1,599.0,0.0,47.92,646.92,Pending,False,,2025-03-13 00:00:00
ORD-00004851,CUST-000473,PROD-006,2025-02-19,1,79.0,0.0,6.32,85.32,Paid,False,CMP-0025,2025-03-12 00:00:00
ORD-00004852,CUST-000959,PROD-012,2025-12-26,1,189.0,0.0,15.12,204.12,Paid,False,,2026-01-08 00:00:00
ORD-00004853,CUST-000695,PROD-010,2025-12-02,1,129.0,0.0,10.32,139.32,Paid,False,,2026-01-08 00:00:00
ORD-00004854,CUST-000258,PROD-004,2025-04-26,2,199.0,0.0,31.84,429.84,Paid,False,CMP-0012,2025-06-04 00:00:00
ORD-00004855,CUST-000355,PROD-001,2025-09-07,1,49.0,4.9,3.53,47.63,Paid,False,CMP-0011,2025-10-03 00:00:00
ORD-00004856,CUST-000611,PROD-008,2025-12-12,5,599.0,0.0,239.6,3234.6,Paid,False,CMP-0013,2026-01-24 00:00:00
ORD-00004857,CUST-000395,PROD-005,2025-01-22,5,499.0,374.25,169.66,2290.41,Paid,False,CMP-0024,2025-02-07 00:00:00
ORD-00004858,CUST-000282,PROD-011,2025-10-15,1,699.0,104.85,47.53,641.68,Failed,False,,2025-10-17 00:00:00
ORD-00004859,CUST-000210,PROD-005,2024-11-16,4,499.0,0.0,159.68,2155.68,Paid,False,CMP-0027,2024-12-29 00:00:00
ORD-00004860,CUST-000650,PROD-004,2024-11-04,1,199.0,29.85,13.53,182.68,Failed,False,,2024-12-06 00:00:00
ORD-00004861,CUST-000036,PROD-005,2025-12-29,1,499.0,49.9,35.93,485.03,Paid,False,CMP-0034,2026-02-12 00:00:00
ORD-00004862,CUST-000094,PROD-011,2024-11-04,3,699.0,0.0,167.76,2264.76,Paid,False,,2024-12-08 00:00:00
ORD-00004863,CUST-000043,PROD-002,2025-10-24,1,149.0,7.45,11.32,152.87,Paid,False,,2025-11-07 00:00:00
ORD-00004864,CUST-000735,PROD-012,2025-03-09,1,189.0,0.0,15.12,204.12,Paid,False,CMP-0033,2025-04-09 00:00:00
ORD-00004865,CUST-000030,PROD-003,2025-06-13,1,399.0,0.0,31.92,430.92,Paid,False,CMP-0011,2025-07-28 00:00:00
ORD-00004866,CUST-000420,PROD-011,2025-08-25,3,699.0,209.7,150.98,2038.28,Paid,False,CMP-0030,2025-09-14 00:00:00
ORD-00004867,CUST-000122,PROD-007,2025-12-23,1,249.0,12.45,18.92,255.47,Paid,False,CMP-0027,2026-02-06 00:00:00
ORD-00004868,CUST-000588,PROD-007,2025-03-14,1,249.0,0.0,19.92,268.92,Paid,False,,2025-03-30 00:00:00
ORD-00004869,CUST-000035,PROD-003,2025-12-27,1,399.0,19.95,30.32,409.37,Paid,False,,2026-01-10 00:00:00
ORD-00004870,CUST-000026,PROD-009,2025-10-31,5,299.0,299.0,95.68,1291.68,Failed,False,CMP-0005,2025-11-17 00:00:00
ORD-00004871,CUST-000412,PROD-008,2025-09-12,5,599.0,0.0,239.6,3234.6,Paid,False,CMP-0011,2025-10-02 00:00:00
ORD-00004872,CUST-000696,PROD-006,2025-09-06,4,79.0,0.0,25.28,341.28,Paid,False,,2025-10-18 00:00:00
ORD-00004873,CUST-000110,PROD-006,2025-02-20,1,79.0,0.0,6.32,85.32,Paid,False,CMP-0010,2025-02-21 00:00:00
ORD-00004874,CUST-000496,PROD-008,2025-04-03,1,599.0,119.8,38.34,517.54,Paid,False,,2025-04-09 00:00:00
ORD-00004875,CUST-000811,PROD-006,2025-12-20,5,79.0,0.0,31.6,426.6,Paid,True,CMP-0033,2025-12-20 00:00:00
ORD-00004876,CUST-000626,PROD-012,2025-05-14,2,189.0,0.0,30.24,408.24,Paid,False,CMP-0001,2025-06-08 00:00:00
ORD-00004877,CUST-000751,PROD-001,2025-07-15,1,49.0,2.45,3.72,50.27,Paid,False,CMP-0010,2025-07-22 00:00:00
ORD-00004878,CUST-000316,PROD-004,2025-08-02,1,199.0,0.0,15.92,214.92,Paid,False,,2025-09-15 00:00:00
ORD-00004879,CUST-000943,PROD-011,2025-10-02,4,699.0,0.0,223.68,3019.68,Paid,False,,2025-10-14 00:00:00
ORD-00004880,CUST-000146,PROD-010,2025-11-07,5,129.0,96.75,43.86,592.11,Paid,False,,2025-11-24 00:00:00
ORD-00004881,CUST-000606,PROD-005,2025-09-20,2,499.0,49.9,75.85,1023.95,Paid,False,CMP-0036,2025-10-31 00:00:00
ORD-00004882,CUST-000436,PROD-007,2025-11-09,1,249.0,0.0,19.92,268.92,Paid,False,CMP-0025,2025-12-09 00:00:00
ORD-00004883,CUST-000032,PROD-001,2025-05-31,1,49.0,9.8,3.14,42.34,Paid,False,CMP-0029,2025-06-15 00:00:00
ORD-00004884,CUST-000944,PROD-003,2024-06-16,1,399.0,0.0,31.92,430.92,Paid,False,CMP-0013,2024-07-29 00:00:00
ORD-00004885,CUST-000703,PROD-012,2025-09-22,4,189.0,0.0,60.48,816.48,Paid,False,,2025-10-24 00:00:00
ORD-00004886,CUST-000228,PROD-008,2025-12-16,4,599.0,0.0,191.68,2587.68,Paid,False,CMP-0016,2025-12-17 00:00:00
ORD-00004887,CUST-000053,PROD-001,2025-01-02,1,49.0,0.0,3.92,52.92,Paid,False,,2025-02-14 00:00:00
ORD-00004888,CUST-000676,PROD-010,2025-10-05,5,129.0,32.25,49.02,661.77,Paid,False,CMP-0022,2025-10-06 00:00:00
ORD-00004889,CUST-000546,PROD-005,2025-05-30,5,499.0,0.0,199.6,2694.6,Paid,False,CMP-0031,2025-06-23 00:00:00
ORD-00004890,CUST-000050,PROD-007,2025-12-17,5,249.0,0.0,99.6,1344.6,Paid,False,CMP-0035,2025-12-21 00:00:00
ORD-00004891,CUST-000987,PROD-011,2025-08-25,4,699.0,559.2,178.94,2415.74,Paid,False,CMP-0036,2025-10-02 00:00:00
ORD-00004892,CUST-000719,PROD-011,2025-05-19,2,699.0,0.0,111.84,1509.84,Paid,False,,2025-06-25 00:00:00
ORD-00004893,CUST-000463,PROD-002,2025-01-03,5,149.0,0.0,59.6,804.6,Paid,False,,2025-01-22 00:00:00
ORD-00004894,CUST-000239,PROD-005,2025-10-11,3,499.0,0.0,119.76,1616.76,Paid,False,,2025-10-26 00:00:00
ORD-00004895,CUST-000272,PROD-004,2025-12-24,4,199.0,79.6,57.31,773.71,Paid,False,CMP-0025,2026-01-04 00:00:00
ORD-00004896,CUST-000452,PROD-011,2025-12-06,2,699.0,0.0,111.84,1509.84,Paid,False,CMP-0033,2026-01-17 00:00:00
ORD-00004897,CUST-000058,PROD-010,2025-09-01,1,129.0,0.0,10.32,139.32,Paid,False,CMP-0014,2025-10-06 00:00:00
ORD-00004898,CUST-000368,PROD-008,2025-10-19,2,599.0,179.7,81.46,1099.76,Paid,False,CMP-0001,2025-10-24 00:00:00
ORD-00004899,CUST-000218,PROD-001,2025-12-30,2,49.0,0.0,7.84,105.84,Paid,False,CMP-0016,2026-01-28 00:00:00
ORD-00004900,CUST-000113,PROD-010,2025-12-12,1,129.0,19.35,8.77,118.42,Paid,False,CMP-0011,2026-01-23 00:00:00
ORD-00004901,CUST-000126,PROD-007,2025-05-26,3,249.0,37.35,56.77,766.42,Paid,False,CMP-0025,2025-06-25 00:00:00
ORD-00004902,CUST-000346,PROD-004,2025-10-12,2,199.0,39.8,28.66,386.86,Paid,False,,2025-10-27 00:00:00
ORD-00004903,CUST-000383,PROD-006,2025-12-30,1,79.0,0.0,6.32,85.32,Paid,True,,2026-01-14 00:00:00
ORD-00004904,CUST-000351,PROD-006,2025-05-29,1,79.0,15.8,5.06,68.26,Paid,False,,2025-07-08 00:00:00
ORD-00004905,CUST-000690,PROD-004,2025-12-19,2,199.0,0.0,31.84,429.84,Paid,False,CMP-0016,2026-01-10 00:00:00
ORD-00004906,CUST-000523,PROD-011,2024-09-01,1,699.0,0.0,55.92,754.92,Paid,False,CMP-0027,2024-09-14 00:00:00
ORD-00004907,CUST-000193,PROD-012,2025-08-17,1,189.0,18.9,13.61,183.71,Paid,False,CMP-0020,2025-09-03 00:00:00
ORD-00004908,CUST-000973,PROD-001,2025-06-27,1,49.0,0.0,3.92,52.92,Paid,False,CMP-0011,2025-07-09 00:00:00
ORD-00004909,CUST-000731,PROD-012,2025-12-07,3,189.0,0.0,45.36,612.36,Pending,False,,2026-01-17 00:00:00
ORD-00004910,CUST-000471,PROD-005,2025-12-17,2,499.0,49.9,75.85,1023.95,Paid,False,,2025-12-20 00:00:00
ORD-00004911,CUST-000050,PROD-010,2025-10-05,1,129.0,0.0,10.32,139.32,Paid,False,CMP-0036,2025-11-16 00:00:00
ORD-00004912,CUST-000915,PROD-010,2024-12-20,1,129.0,0.0,10.32,139.32,Paid,False,,2025-01-14 00:00:00
ORD-00004913,CUST-000745,PROD-008,2025-07-16,1,599.0,0.0,47.92,646.92,Paid,False,,2025-07-21 00:00:00
ORD-00004914,CUST-000462,PROD-009,2025-06-07,3,299.0,0.0,71.76,968.76,Paid,False,CMP-0023,2025-07-03 00:00:00
ORD-00004915,CUST-000162,PROD-009,2025-12-23,5,299.0,74.75,113.62,1533.87,Paid,False,,2026-01-24 00:00:00
ORD-00004916,CUST-000108,PROD-011,2025-12-24,1,699.0,69.9,50.33,679.43,Paid,False,CMP-0030,2026-01-31 00:00:00
ORD-00004917,CUST-000290,PROD-006,2025-12-21,4,79.0,0.0,25.28,341.28,Pending,False,CMP-0028,2026-01-02 00:00:00
ORD-00004918,CUST-000231,PROD-009,2025-12-03,2,299.0,0.0,47.84,645.84,Paid,False,,2025-12-30 00:00:00
ORD-00004919,CUST-000210,PROD-012,2025-08-23,1,189.0,0.0,15.12,204.12,Paid,False,CMP-0036,2025-09-24 00:00:00
ORD-00004920,CUST-000408,PROD-012,2025-10-23,2,189.0,0.0,30.24,408.24,Paid,False,,2025-11-28 00:00:00
ORD-00004921,CUST-000047,PROD-002,2025-07-02,1,149.0,0.0,11.92,160.92,Paid,False,CMP-0019,2025-07-13 00:00:00
ORD-00004922,CUST-000326,PROD-006,2025-12-05,1,79.0,3.95,6.0,81.05,Paid,True,CMP-0005,2025-12-09 00:00:00
ORD-00004923,CUST-000872,PROD-007,2025-12-31,3,249.0,0.0,59.76,806.76,Paid,False,,2026-01-20 00:00:00
ORD-00004924,CUST-000866,PROD-008,2024-04-17,4,599.0,239.6,172.51,2328.91,Paid,False,CMP-0014,2024-04-29 00:00:00
ORD-00004925,CUST-000009,PROD-008,2025-08-19,1,599.0,0.0,47.92,646.92,Paid,False,CMP-0004,2025-09-06 00:00:00
ORD-00004926,CUST-000679,PROD-011,2025-07-30,5,699.0,0.0,279.6,3774.6,Paid,False,CMP-0029,2025-09-05 00:00:00
ORD-00004927,CUST-000992,PROD-007,2025-06-27,2,249.0,0.0,39.84,537.84,Paid,False,,2025-08-03 00:00:00
ORD-00004928,CUST-000579,PROD-009,2025-12-21,1,299.0,0.0,23.92,322.92,Paid,False,,2025-12-31 00:00:00
ORD-00004929,CUST-000391,PROD-011,2025-04-01,4,699.0,139.8,212.5,2868.7,Paid,False,CMP-0006,2025-04-17 00:00:00
ORD-00004930,CUST-000492,PROD-002,2025-09-06,5,149.0,37.25,56.62,764.37,Paid,False,CMP-0011,2025-09-16 00:00:00
ORD-00004931,CUST-000214,PROD-008,2025-10-27,1,599.0,119.8,38.34,517.54,Paid,False,CMP-0029,2025-12-08 00:00:00
ORD-00004932,CUST-000398,PROD-005,2024-12-23,1,499.0,0.0,39.92,538.92,Paid,False,,2025-02-03 00:00:00
ORD-00004933,CUST-000937,PROD-011,2025-11-23,1,699.0,0.0,55.92,754.92,Failed,False,,2025-11-27 00:00:00
ORD-00004934,CUST-000613,PROD-007,2024-07-14,4,249.0,149.4,67.73,914.33,Paid,False,,2024-08-09 00:00:00
ORD-00004935,CUST-000431,PROD-008,2025-08-24,1,599.0,59.9,43.13,582.23,Paid,False,CMP-0024,2025-09-03 00:00:00
ORD-00004936,CUST-000125,PROD-010,2025-11-05,1,129.0,0.0,10.32,139.32,Paid,False,CMP-0014,2025-12-17 00:00:00
ORD-00004937,CUST-000907,PROD-003,2025-10-13,1,399.0,0.0,31.92,430.92,Paid,False,,2025-10-23 00:00:00
ORD-00004938,CUST-000163,PROD-007,2025-05-24,1,249.0,0.0,19.92,268.92,Paid,False,CMP-0003,2025-06-06 00:00:00
ORD-00004939,CUST-000722,PROD-010,2025-05-28,2,129.0,0.0,20.64,278.64,Paid,True,CMP-0015,2025-06-08 00:00:00
ORD-00004940,CUST-000304,PROD-010,2025-12-17,4,129.0,25.8,39.22,529.42,Paid,False,,2026-01-07 00:00:00
ORD-00004941,CUST-000279,PROD-003,2024-11-15,1,399.0,0.0,31.92,430.92,Paid,False,,2024-12-12 00:00:00
ORD-00004942,CUST-000172,PROD-011,2025-09-26,5,699.0,699.0,223.68,3019.68,Paid,False,CMP-0033,2025-10-16 00:00:00
ORD-00004943,CUST-000376,PROD-002,2025-12-25,5,149.0,0.0,59.6,804.6,Paid,False,CMP-0012,2026-01-11 00:00:00
ORD-00004944,CUST-000678,PROD-004,2025-12-18,4,199.0,79.6,57.31,773.71,Paid,False,CMP-0008,2026-01-28 00:00:00
ORD-00004945,CUST-000417,PROD-011,2025-09-04,3,699.0,0.0,167.76,2264.76,Paid,False,CMP-0009,2025-09-25 00:00:00
ORD-00004946,CUST-000025,PROD-008,2025-02-01,2,599.0,59.9,91.05,1229.15,Paid,False,CMP-0008,2025-03-10 00:00:00
ORD-00004947,CUST-000265,PROD-007,2024-10-11,1,249.0,37.35,16.93,228.58,Paid,False,CMP-0033,2024-11-25 00:00:00
ORD-00004948,CUST-000161,PROD-007,2025-12-01,5,249.0,0.0,99.6,1344.6,Paid,False,,2026-01-11 00:00:00
ORD-00004949,CUST-000402,PROD-012,2025-04-25,2,189.0,0.0,30.24,408.24,Paid,False,CMP-0011,2025-06-01 00:00:00
ORD-00004950,CUST-000903,PROD-003,2025-12-03,2,399.0,0.0,63.84,861.84,Paid,False,CMP-0024,2025-12-09 00:00:00
ORD-00004951,CUST-000963,PROD-004,2025-12-31,2,199.0,0.0,31.84,429.84,Paid,False,CMP-0004,2026-01-19 00:00:00
ORD-00004952,CUST-000998,PROD-006,2025-01-15,1,79.0,7.9,5.69,76.79,Paid,False,CMP-0014,2025-01-31 00:00:00
ORD-00004953,CUST-000113,PROD-011,2025-12-12,2,699.0,69.9,106.25,1434.35,Paid,False,,2026-01-15 00:00:00
ORD-00004954,CUST-000488,PROD-007,2024-09-10,4,249.0,99.6,71.71,968.11,Paid,False,,2024-09-15 00:00:00
ORD-00004955,CUST-000046,PROD-009,2025-12-31,2,299.0,0.0,47.84,645.84,Paid,False,CMP-0013,2026-01-05 00:00:00
ORD-00004956,CUST-000496,PROD-010,2025-11-03,2,129.0,25.8,18.58,250.78,Paid,False,,2025-11-29 00:00:00
ORD-00004957,CUST-000577,PROD-011,2024-12-31,1,699.0,34.95,53.12,717.17,Paid,False,CMP-0032,2025-01-14 00:00:00
ORD-00004958,CUST-000774,PROD-006,2025-07-18,2,79.0,0.0,12.64,170.64,Paid,False,CMP-0036,2025-08-24 00:00:00
ORD-00004959,CUST-000337,PROD-006,2024-12-30,1,79.0,11.85,5.37,72.52,Paid,False,CMP-0024,2025-02-10 00:00:00
ORD-00004960,CUST-000037,PROD-001,2025-09-30,2,49.0,0.0,7.84,105.84,Paid,False,CMP-0027,2025-09-30 00:00:00
ORD-00004961,CUST-000455,PROD-001,2025-12-21,1,49.0,0.0,3.92,52.92,Paid,False,CMP-0005,2026-02-04 00:00:00
ORD-00004962,CUST-000428,PROD-006,2024-12-12,5,79.0,39.5,28.44,383.94,Paid,False,CMP-0023,2025-01-08 00:00:00
ORD-00004963,CUST-000625,PROD-009,2025-12-21,1,299.0,0.0,23.92,322.92,Paid,False,,2026-01-29 00:00:00
ORD-00004964,CUST-000100,PROD-011,2025-08-19,1,699.0,0.0,55.92,754.92,Paid,False,CMP-0036,2025-09-24 00:00:00
ORD-00004965,CUST-000614,PROD-005,2025-07-29,3,499.0,0.0,119.76,1616.76,Paid,False,CMP-0023,2025-08-27 00:00:00
ORD-00004966,CUST-000401,PROD-007,2024-06-15,1,249.0,37.35,16.93,228.58,Paid,False,CMP-0029,2024-07-12 00:00:00
