spend_id,campaign_id,spend_date,channel,impressions,clicks,conversions,spend_amount,updated_at
SPEND-0000522,CMP-0022,2025-06-15,Paid Search,31485,2316,202,470.41,2025-06-19 00:00:00
SPEND-0000523,CMP-0022,2025-06-19,Paid Search,197878,13839,1974,1720.44,2025-06-22 00:00:00
SPEND-0000524,CMP-0022,2025-06-20,Paid Search,162850,9958,1581,1497.81,2025-06-29 00:00:00
SPEND-0000525,CMP-0022,2025-06-21,Paid Search,171403,1399,222,2123.28,2025-06-24 00:00:00
SPEND-0000526,CMP-0022,2025-06-25,Paid Search,160778,8286,1180,2268.56,2025-06-30 00:00:00
SPEND-0000527,CMP-0022,2025-06-27,Paid Search,29131,1941,168,441.21,2025-07-02 00:00:00
SPEND-0000528,CMP-0022,2025-07-02,Paid Search,100291,3212,496,1340.78,2025-07-08 00:00:00
SPEND-0000529,CMP-0022,2025-07-03,Paid Search,204152,13425,286,1760.7,2025-07-12 00:00:00
SPEND-0000530,CMP-0022,2025-07-04,Paid Search,32890,1408,82,286.05,2025-07-12 00:00:00
SPEND-0000531,CMP-0022,2025-07-08,Paid Search,182209,13556,641,1626.59,2025-07-11 00:00:00
SPEND-0000532,CMP-0022,2025-07-10,Paid Search,22196,423,53,577.46,2025-07-17 00:00:00
SPEND-0000533,CMP-0022,2025-07-11,Paid Search,35280,2536,308,363.88,2025-07-12 00:00:00
SPEND-0000534,CMP-0022,2025-07-12,Paid Search,217491,10532,1642,2117.79,2025-07-14 00:00:00
SPEND-0000535,CMP-0022,2025-07-18,Paid Search,17590,449,25,492.89,2025-07-22 00:00:00
SPEND-0000536,CMP-0022,2025-07-20,Paid Search,59808,2967,97,1357.28,2025-07-21 00:00:00
SPEND-0000537,CMP-0022,2025-07-22,Paid Search,74251,1391,215,997.01,2025-07-27 00:00:00
SPEND-0000538,CMP-0022,2025-07-23,Paid Search,36667,2301,216,541.8,2025-07-23 00:00:00
SPEND-0000539,CMP-0022,2025-07-30,Paid Search,68372,4455,351,907.88,2025-07-31 00:00:00
SPEND-0000540,CMP-0022,2025-08-01,Paid Search,59937,1482,137,562.49,2025-08-03 00:00:00
SPEND-0000541,CMP-0022,2025-08-04,Paid Search,81599,760,120,1698.33,2025-08-10 00:00:00
SPEND-0000542,CMP-0022,2025-08-05,Paid Search,189260,4357,395,2276.12,2025-08-13 00:00:00
SPEND-0000543,CMP-0022,2025-08-06,Paid Search,158651,6314,606,1848.56,2025-08-10 00:00:00
SPEND-0000544,CMP-0022,2025-08-07,Paid Search,72134,4252,392,980.69,2025-08-09 00:00:00
SPEND-0000545,CMP-0022,2025-08-11,Paid Search,130074,2870,380,1121.45,2025-08-12 00:00:00
SPEND-0000546,CMP-0022,2025-08-12,Paid Search,50894,2045,176,989.36,2025-08-12 00:00:00
SPEND-0000547,CMP-0022,2025-08-14,Paid Search,39081,918,48,985.84,2025-08-21 00:00:00
SPEND-0000548,CMP-0022,2025-08-15,Paid Search,55402,2701,224,1062.58,2025-08-19 00:00:00
SPEND-0000549,CMP-0023,2025-11-19,Partner,55535,1186,59,892.62,2025-11-26 00:00:00
SPEND-0000550,CMP-0023,2025-11-20,Partner,131526,3600,379,1853.76,2025-11-27 00:00:00
SPEND-0000551,CMP-0023,2025-11-21,Partner,131806,7714,586,1611.51,2025-11-26 00:00:00
SPEND-0000552,CMP-0023,2025-11-22,Partner,78846,1323,56,1269.44,2025-11-28 00:00:00
SPEND-0000553,CMP-0023,2025-11-23,Partner,63366,4593,309,1218.82,2025-11-28 00:00:00
SPEND-0000554,CMP-0023,2025-11-24,Partner,238627,5926,663,2244.21,2025-11-25 00:00:00
SPEND-0000555,CMP-0023,2025-11-25,Partner,135149,6408,879,1755.12,2025-11-29 00:00:00
SPEND-0000556,CMP-0023,2025-11-26,Partner,111636,7952,1183,1139.64,2025-11-30 00:00:00
SPEND-0000557,CMP-0023,2025-11-27,Partner,122895,6141,143,1510.26,2025-11-30 00:00:00
SPEND-0000558,CMP-0023,2025-11-28,Partner,6795,72,8,165.14,2025-12-06 00:00:00
SPEND-0000559,CMP-0023,2025-11-29,Partner,50956,1255,186,730.56,2025-12-01 00:00:00
SPEND-0000560,CMP-0023,2025-11-30,Partner,114911,2865,312,1100.48,2025-12-09 00:00:00
SPEND-0000561,CMP-0023,2025-12-02,Partner,42054,1549,185,387.85,2025-12-02 00:00:00
SPEND-0000562,CMP-0023,2025-12-03,Partner,127099,6148,637,1893.39,2025-12-09 00:00:00
SPEND-0000563,CMP-0023,2025-12-04,Partner,27582,1532,74,542.08,2025-12-04 00:00:00
SPEND-0000564,CMP-0023,2025-12-05,Partner,133972,8948,815,2308.81,2025-12-11 00:00:00
SPEND-0000565,CMP-0023,2025-12-06,Partner,83434,5842,690,1443.78,2025-12-08 00:00:00
SPEND-0000566,CMP-0023,2025-12-08,Partner,91764,1352,36,2066.24,2025-12-15 00:00:00
SPEND-0000567,CMP-0023,2025-12-10,Partner,237406,8715,972,2125.85,2025-12-16 00:00:00
SPEND-0000568,CMP-0023,2025-12-11,Partner,52509,3823,163,915.08,2025-12-19 00:00:00
SPEND-0000569,CMP-0023,2025-12-12,Partner,105744,3510,303,1243.3,2025-12-13 00:00:00
SPEND-0000570,CMP-0023,2025-12-13,Partner,179520,4835,258,1749.66,2025-12-21 00:00:00
SPEND-0000571,CMP-0023,2025-12-14,Partner,53174,1000,154,660.58,2025-12-20 00:00:00
SPEND-0000572,CMP-0023,2025-12-15,Partner,131852,6772,992,2362.12,2025-12-23 00:00:00
SPEND-0000573,CMP-0023,2025-12-16,Partner,84113,901,138,1104.04,2025-12-22 00:00:00
SPEND-0000574,CMP-0023,2025-12-18,Partner,125262,7485,338,2322.41,2025-12-25 00:00:00
SPEND-0000575,CMP-0023,2025-12-19,Partner,48826,809,90,432.44,2025-12-26 00:00:00
SPEND-0000576,CMP-0023,2025-12-20,Partner,176518,8988,1127,2238.07,2025-12-24 00:00:00
SPEND-0000577,CMP-0023,2025-12-21,Partner,102903,1334,44,895.67,2025-12-22 00:00:00
SPEND-0000578,CMP-0023,2025-12-22,Partner,69781,4094,516,1088.99,2025-12-28 00:00:00
SPEND-0000579,CMP-0023,2025-12-23,Partner,104331,6504,733,2097.77,2025-12-24 00:00:00
SPEND-0000580,CMP-0023,2025-12-25,Partner,160721,9635,1445,1461.23,2026-01-02 00:00:00
SPEND-0000581,CMP-0023,2025-12-28,Partner,110921,3838,283,1583.52,2025-12-29 00:00:00
SPEND-0000582,CMP-0023,2025-12-29,Partner,30786,449,58,857.48,2026-01-04 00:00:00
SPEND-0000583,CMP-0023,2025-12-30,Partner,91296,2720,248,2221.79,2025-12-31 00:00:00
SPEND-0000584,CMP-0023,2025-12-31,Partner,202231,9541,725,1698.24,2026-01-07 00:00:00
SPEND-0000585,CMP-0024,2024-06-24,Organic,136684,9866,363,1936.45,2024-06-24 00:00:00
SPEND-0000586,CMP-0024,2024-06-27,Organic,141689,7050,656,1757.14,2024-06-29 00:00:00
SPEND-0000587,CMP-0024,2024-06-28,Organic,141270,1703,194,2095.57,2024-06-30 00:00:00
SPEND-0000588,CMP-0024,2024-07-01,Organic,82545,5026,121,1501.27,2024-07-06 00:00:00
SPEND-0000589,CMP-0024,2024-07-05,Organic,19200,1040,131,538.06,2024-07-05 00:00:00
SPEND-0000590,CMP-0024,2024-07-06,Organic,19361,534,37,495.18,2024-07-11 00:00:00
SPEND-0000591,CMP-0024,2024-07-07,Organic,117727,8380,1101,1179.76,2024-07-10 00:00:00
SPEND-0000592,CMP-0024,2024-07-11,Organic,14742,789,48,125.12,2024-07-14 00:00:00
SPEND-0000593,CMP-0024,2024-07-14,Organic,95742,2969,259,2240.28,2024-07-22 00:00:00
SPEND-0000594,CMP-0024,2024-07-17,Organic,15802,828,128,346.56,2024-07-19 00:00:00
SPEND-0000595,CMP-0024,2024-07-24,Organic,178113,10555,479,2365.32,2024-07-26 00:00:00
SPEND-0000596,CMP-0024,2024-07-26,Organic,102221,1034,129,1137.69,2024-08-01 00:00:00
SPEND-0000597,CMP-0024,2024-07-30,Organic,112445,2576,172,1377.04,2024-08-03 00:00:00
SPEND-0000598,CMP-0024,2024-08-01,Organic,51493,3108,107,884.64,2024-08-01 00:00:00
SPEND-0000599,CMP-0024,2024-08-02,Organic,47609,2250,245,461.97,2024-08-02 00:00:00
SPEND-0000600,CMP-0024,2024-08-05,Organic,142979,5637,868,1591.13,2024-08-06 00:00:00
SPEND-0000601,CMP-0024,2024-08-07,Organic,59625,994,70,710.29,2024-08-09 00:00:00
SPEND-0000602,CMP-0024,2024-08-08,Organic,169141,11090,565,1694.46,2024-08-10 00:00:00
SPEND-0000603,CMP-0024,2024-08-11,Organic,123710,5426,258,1584.73,2024-08-13 00:00:00
SPEND-0000604,CMP-0024,2024-08-12,Organic,170980,8246,953,1525.79,2024-08-19 00:00:00
SPEND-0000605,CMP-0024,2024-08-14,Organic,44847,3204,328,879.83,2024-08-20 00:00:00
SPEND-0000606,CMP-0024,2024-08-17,Organic,137838,7623,363,2396.63,2024-08-21 00:00:00
SPEND-0000607,CMP-0024,2024-08-18,Organic,74032,4333,358,1101.11,2024-08-23 00:00:00
SPEND-0000608,CMP-0024,2024-08-19,Organic,80455,1767,144,757.29,2024-08-22 00:00:00
SPEND-0000609,CMP-0024,2024-08-21,Organic,79742,4203,603,1062.4,2024-08-21 00:00:00
SPEND-0000610,CMP-0024,2024-08-23,Organic,82156,693,11,1742.55,2024-08-24 00:00:00
SPEND-0000611,CMP-0024,2024-08-29,Organic,230865,6889,751,2158.87,2024-08-29 00:00:00
SPEND-0000612,CMP-0025,2024-07-31,Referral,204919,6398,553,1941.78,2024-07-31 00:00:00
SPEND-0000613,CMP-0025,2024-08-11,Referral,13978,1002,150,242.66,2024-08-19 00:00:00
SPEND-0000614,CMP-0025,2024-08-17,Referral,4535,217,10,122.47,2024-08-23 00:00:00
SPEND-0000615,CMP-0025,2024-11-29,Referral,68692,5094,161,1591.94,2024-12-07 00:00:00
SPEND-0000616,CMP-0025,2024-12-16,Referral,20741,633,68,306.63,2024-12-19 00:00:00
SPEND-0000617,CMP-0025,2025-01-16,Referral,215371,12298,1963,2073.5,2025-01-22 00:00:00
SPEND-0000618,CMP-0025,2025-02-26,Referral,88086,4293,569,1911.75,2025-02-26 00:00:00
SPEND-0000619,CMP-0025,2025-02-28,Referral,72225,1467,210,1614.43,2025-03-08 00:00:00
SPEND-0000620,CMP-0025,2025-05-02,Referral,108623,2691,68,1811.77,2025-05-11 00:00:00
SPEND-0000621,CMP-0025,2025-06-08,Referral,79884,1950,213,1165.48,2025-06-09 00:00:00
SPEND-0000622,CMP-0025,2025-07-01,Referral,20539,1164,48,286.27,2025-07-03 00:00:00
SPEND-0000623,CMP-0025,2025-08-07,Referral,61260,1592,216,1443.79,2025-08-07 00:00:00
SPEND-0000624,CMP-0025,2025-10-20,Referral,58867,2636,132,1625.55,2025-10-21 00:00:00
SPEND-0000625,CMP-0025,2025-10-29,Referral,46420,3443,168,596.19,2025-11-07 00:00:00
SPEND-0000626,CMP-0025,2025-11-21,Referral,90257,6343,483,959.54,2025-11-26 00:00:00
SPEND-0000627,CMP-0025,2025-11-30,Referral,247113,16405,835,2188.11,2025-12-01 00:00:00
SPEND-0000628,CMP-0025,2025-12-18,Referral,44197,1719,145,865.05,2025-12-25 00:00:00
SPEND-0000629,CMP-0026,2025-09-21,Paid Social,22411,720,93,356.53,2025-09-28 00:00:00
SPEND-0000630,CMP-0026,2025-09-22,Paid Social,145118,6424,504,1869.77,2025-10-01 00:00:00
SPEND-0000631,CMP-0026,2025-09-29,Paid Social,274703,16202,2312,2354.17,2025-10-07 00:00:00
SPEND-0000632,CMP-0026,2025-09-30,Paid Social,136237,4292,476,1385.9,2025-10-05 00:00:00
SPEND-0000633,CMP-0026,2025-10-01,Paid Social,120276,3829,410,1061.06,2025-10-05 00:00:00
SPEND-0000634,CMP-0026,2025-10-04,Paid Social,144332,9209,1309,1430.12,2025-10-04 00:00:00
SPEND-0000635,CMP-0026,2025-10-09,Paid Social,106226,3113,477,1251.83,2025-10-17 00:00:00
SPEND-0000636,CMP-0026,2025-10-15,Paid Social,74714,3786,432,674.26,2025-10-21 00:00:00
SPEND-0000637,CMP-0026,2025-10-21,Paid Social,13727,650,25,373.3,2025-10-24 00:00:00
SPEND-0000638,CMP-0026,2025-10-22,Paid Social,92895,3456,467,1481.01,2025-10-28 00:00:00
SPEND-0000639,CMP-0026,2025-10-24,Paid Social,101683,4231,342,1657.42,2025-10-30 00:00:00
SPEND-0000640,CMP-0026,2025-10-26,Paid Social,41363,803,51,911.67,2025-10-26 00:00:00
SPEND-0000641,CMP-0026,2025-10-29,Paid Social,204503,5879,228,2389.94,2025-11-06 00:00:00
SPEND-0000642,CMP-0026,2025-10-30,Paid Social,78485,3396,511,718.52,2025-11-02 00:00:00
SPEND-0000643,CMP-0026,2025-10-31,Paid Social,38348,2497,268,834.75,2025-11-01 00:00:00
SPEND-0000644,CMP-0026,2025-11-05,Paid Social,27074,322,17,438.95,2025-11-11 00:00:00
SPEND-0000645,CMP-0026,2025-11-07,Paid Social,170112,12026,783,1641.16,2025-11-09 00:00:00
SPEND-0000646,CMP-0026,2025-11-08,Paid Social,134626,4777,222,2053.61,2025-11-10 00:00:00
SPEND-0000647,CMP-0026,2025-11-10,Paid Social,10416,211,25,202.79,2025-11-19 00:00:00
SPEND-0000648,CMP-0026,2025-11-11,Paid Social,8453,335,32,232.07,2025-11-17 00:00:00
SPEND-0000649,CMP-0026,2025-11-13,Paid Social,99446,4540,466,1637.4,2025-11-20 00:00:00
SPEND-0000650,CMP-0026,2025-11-14,Paid Social,274346,9107,920,2378.8,2025-11-14 00:00:00
SPEND-0000651,CMP-0026,2025-11-18,Paid Social,102108,1435,57,960.48,2025-11-27 00:00:00
SPEND-0000652,CMP-0026,2025-11-19,Paid Social,77097,4931,667,648.6,2025-11-26 00:00:00
SPEND-0000653,CMP-0026,2025-11-20,Paid Social,24386,1520,116,469.14,2025-11-27 00:00:00
SPEND-0000654,CMP-0026,2025-11-21,Paid Social,166832,10246,1148,1530.99,2025-11-28 00:00:00
SPEND-0000655,CMP-0026,2025-11-22,Paid Social,159739,6584,597,1553.27,2025-11-23 00:00:00
SPEND-0000656,CMP-0026,2025-11-23,Paid Social,211227,11226,779,1921.72,2025-12-02 00:00:00
SPEND-0000657,CMP-0026,2025-11-24,Paid Social,125591,3677,175,2226.19,2025-12-03 00:00:00
SPEND-0000658,CMP-0026,2025-11-28,Paid Social,120766,6642,897,1441.32,2025-12-05 00:00:00
SPEND-0000659,CMP-0026,2025-11-30,Paid Social,68439,2937,423,685.51,2025-12-06 00:00:00
SPEND-0000660,CMP-0027,2024-08-25,Paid Search,74423,4124,542,1015.23,2024-09-03 00:00:00
SPEND-0000661,CMP-0027,2024-08-30,Paid Search,74499,791,17,623.35,2024-09-07 00:00:00
SPEND-0000662,CMP-0027,2024-09-15,Paid Search,123737,8448,676,1388.43,2024-09-16 00:00:00
SPEND-0000663,CMP-0027,2024-11-15,Paid Search,165426,5912,580,1898.79,2024-11-18 00:00:00
SPEND-0000664,CMP-0027,2024-12-11,Paid Search,150066,9482,646,1851.33,2024-12-13 00:00:00
SPEND-0000665,CMP-0027,2025-02-08,Paid Search,39841,1630,99,523.1,2025-02-13 00:00:00
SPEND-0000666,CMP-0027,2025-04-24,Paid Search,66189,2890,52,775.23,2025-04-30 00:00:00
SPEND-0000667,CMP-0027,2025-05-08,Paid Search,113638,7017,843,1627.15,2025-05-12 00:00:00
SPEND-0000668,CMP-0027,2025-07-15,Paid Search,68034,3545,526,690.9,2025-07-22 00:00:00
SPEND-0000669,CMP-0027,2025-08-23,Paid Search,70941,3128,337,1592.19,2025-08-26 00:00:00
SPEND-0000670,CMP-0027,2025-09-15,Paid Search,48178,3043,314,733.32,2025-09-24 00:00:00
SPEND-0000671,CMP-0027,2025-11-25,Paid Search,107357,1074,76,1113.83,2025-12-02 00:00:00
SPEND-0000672,CMP-0027,2025-12-06,Paid Search,32441,2386,242,277.25,2025-12-10 00:00:00
SPEND-0000673,CMP-0028,2024-05-27,Email,126341,4917,717,1935.36,2024-06-03 00:00:00
SPEND-0000674,CMP-0028,2024-06-29,Email,35696,1305,104,778.2,2024-07-04 00:00:00
SPEND-0000675,CMP-0028,2024-07-20,Email,121384,8922,637,1224.98,2024-07-22 00:00:00
SPEND-0000676,CMP-0028,2024-08-17,Email,165299,6036,497,1541.48,2024-08-25 00:00:00
SPEND-0000677,CMP-0028,2024-10-04,Email,73773,1973,146,780.47,2024-10-07 00:00:00
SPEND-0000678,CMP-0028,2024-10-21,Email,178925,7867,205,1985.06,2024-10-26 00:00:00
SPEND-0000679,CMP-0028,2024-11-21,Email,15623,150,7,238.81,2024-11-21 00:00:00
SPEND-0000680,CMP-0028,2024-11-24,Email,59932,3125,103,582.15,2024-12-03 00:00:00
SPEND-0000681,CMP-0028,2025-01-31,Email,20778,208,29,553.37,2025-02-04 00:00:00
SPEND-0000682,CMP-0028,2025-02-11,Email,145646,1884,236,2235.08,2025-02-20 00:00:00
SPEND-0000683,CMP-0028,2025-03-07,Email,38203,1481,39,741.28,2025-03-15 00:00:00
SPEND-0000684,CMP-0028,2025-03-31,Email,110528,5402,100,1249.45,2025-03-31 00:00:00
SPEND-0000685,CMP-0028,2025-04-15,Email,14313,434,52,281.85,2025-04-19 00:00:00
SPEND-0000686,CMP-0028,2025-05-20,Email,50575,1722,139,514.76,2025-05-20 00:00:00
SPEND-0000687,CMP-0028,2025-05-22,Email,19238,591,90,319.3,2025-05-31 00:00:00
SPEND-0000688,CMP-0028,2025-06-12,Email,38324,2691,54,388.5,2025-06-17 00:00:00
SPEND-0000689,CMP-0028,2025-06-30,Email,89678,4452,136,1292.67,2025-07-02 00:00:00
SPEND-0000690,CMP-0028,2025-07-02,Email,104143,5707,680,1363.06,2025-07-03 00:00:00
SPEND-0000691,CMP-0028,2025-07-15,Email,196425,14022,1426,1988.26,2025-07-15 00:00:00
SPEND-0000692,CMP-0028,2025-07-23,Email,166214,2649,361,2200.81,2025-07-30 00:00:00
SPEND-0000693,CMP-0028,2025-07-24,Email,22452,1358,61,354.32,2025-07-25 00:00:00
SPEND-0000694,CMP-0028,2025-09-02,Email,127892,5391,285,2000.55,2025-09-04 00:00:00
SPEND-0000695,CMP-0028,2025-09-03,Email,94114,6185,513,927.09,2025-09-06 00:00:00
SPEND-0000696,CMP-0028,2025-09-29,Email,98108,5758,875,1660.62,2025-10-04 00:00:00
SPEND-0000697,CMP-0028,2025-10-13,Email,31605,533,16,477.56,2025-10-17 00:00:00
SPEND-0000698,CMP-0028,2025-10-22,Email,41680,1434,165,728.76,2025-10-27 00:00:00
SPEND-0000699,CMP-0028,2025-10-27,Email,61170,3795,96,763.48,2025-11-02 00:00:00
SPEND-0000700,CMP-0028,2025-11-25,Email,76124,5407,136,1305.38,2025-11-26 00:00:00
SPEND-0000701,CMP-0028,2025-12-04,Email,29894,250,6,843.24,2025-12-07 00:00:00
SPEND-0000702,CMP-0029,2024-01-23,Referral,8175,213,11,136.38,2024-01-23 00:00:00
SPEND-0000703,CMP-0029,2024-01-29,Referral,106182,1689,124,2134.63,2024-02-02 00:00:00
SPEND-0000704,CMP-0029,2024-01-30,Referral,107711,5570,206,1175.95,2024-02-06 00:00:00
SPEND-0000705,CMP-0029,2024-02-01,Referral,81404,4538,675,1799.2,2024-02-09 00:00:00
SPEND-0000706,CMP-0029,2024-02-02,Referral,44423,3246,277,373.34,2024-02-03 00:00:00
SPEND-0000707,CMP-0029,2024-02-05,Referral,38273,1656,118,428.81,2024-02-10 00:00:00
SPEND-0000708,CMP-0029,2024-02-06,Referral,64158,3305,105,634.36,2024-02-13 00:00:00
SPEND-0000709,CMP-0029,2024-02-07,Referral,84648,3389,281,1071.16,2024-02-14 00:00:00
SPEND-0000710,CMP-0029,2024-02-08,Referral,72184,3412,195,1334.95,2024-02-15 00:00:00
SPEND-0000711,CMP-0029,2024-02-11,Referral,63732,3212,202,533.11,2024-02-18 00:00:00
SPEND-0000712,CMP-0029,2024-02-12,Referral,104863,6200,599,1041.08,2024-02-14 00:00:00
SPEND-0000713,CMP-0029,2024-02-14,Referral,158540,9731,1277,1984.08,2024-02-19 00:00:00
SPEND-0000714,CMP-0029,2024-02-16,Referral,49204,3142,289,504.83,2024-02-21 00:00:00
SPEND-0000715,CMP-0029,2024-02-17,Referral,131889,1112,142,1722.89,2024-02-17 00:00:00
SPEND-0000716,CMP-0029,2024-02-23,Referral,86697,5739,199,2316.63,2024-02-27 00:00:00
SPEND-0000717,CMP-0029,2024-02-24,Referral,18514,373,41,266.5,2024-03-02 00:00:00
SPEND-0000718,CMP-0029,2024-02-26,Referral,216739,5979,759,2020.64,2024-03-03 00:00:00
SPEND-0000719,CMP-0029,2024-02-27,Referral,140823,4505,167,2262.31,2024-03-03 00:00:00
SPEND-0000720,CMP-0029,2024-02-29,Referral,218373,2094,187,2292.68,2024-03-09 00:00:00
SPEND-0000721,CMP-0029,2024-03-01,Referral,89587,3239,92,2104.8,2024-03-04 00:00:00
SPEND-0000722,CMP-0029,2024-03-04,Referral,136182,3979,294,1552.53,2024-03-12 00:00:00
SPEND-0000723,CMP-0029,2024-03-05,Referral,78132,4274,372,1835.79,2024-03-11 00:00:00
SPEND-0000724,CMP-0029,2024-03-06,Referral,56543,2465,239,1549.53,2024-03-10 00:00:00
SPEND-0000725,CMP-0029,2024-03-09,Referral,15256,515,76,339.38,2024-03-14 00:00:00
SPEND-0000726,CMP-0029,2024-03-11,Referral,162233,7154,134,1377.33,2024-03-17 00:00:00
SPEND-0000727,CMP-0030,2025-08-31,Paid Social,45865,1799,148,611.86,2025-09-04 00:00:00
SPEND-0000728,CMP-0030,2025-09-05,Paid Social,76933,2090,253,1201.53,2025-09-10 00:00:00
SPEND-0000729,CMP-0030,2025-09-07,Paid Social,59411,1298,107,1340.27,2025-09-10 00:00:00
SPEND-0000730,CMP-0030,2025-09-10,Paid Social,17320,1146,80,372.04,2025-09-10 00:00:00
SPEND-0000731,CMP-0030,2025-09-18,Paid Social,137427,7609,690,2078.76,2025-09-19 00:00:00
SPEND-0000732,CMP-0030,2025-09-19,Paid Social,237880,13830,1538,2173.46,2025-09-21 00:00:00
SPEND-0000733,CMP-0030,2025-09-20,Paid Social,51319,1856,223,1108.02,2025-09-29 00:00:00
SPEND-0000734,CMP-0030,2025-09-21,Paid Social,208855,3928,103,2359.85,2025-09-25 00:00:00
SPEND-0000735,CMP-0030,2025-09-22,Paid Social,46838,3408,539,578.53,2025-09-27 00:00:00
SPEND-0000736,CMP-0030,2025-09-25,Paid Social,76634,5432,594,641.93,2025-10-02 00:00:00
SPEND-0000737,CMP-0030,2025-10-01,Paid Social,6555,265,15,116.53,2025-10-02 00:00:00
SPEND-0000738,CMP-0030,2025-10-02,Paid Social,166364,6204,119,1403.57,2025-10-08 00:00:00
SPEND-0000739,CMP-0030,2025-10-09,Paid Social,9516,236,26,196.45,2025-10-18 00:00:00
SPEND-0000740,CMP-0030,2025-10-11,Paid Social,72088,3853,371,2035.87,2025-10-17 00:00:00
SPEND-0000741,CMP-0030,2025-10-13,Paid Social,58014,1033,18,675.39,2025-10-17 00:00:00
SPEND-0000742,CMP-0030,2025-10-16,Paid Social,127618,7772,382,1559.22,2025-10-20 00:00:00
SPEND-0000743,CMP-0030,2025-10-22,Paid Social,74295,2524,321,873.72,2025-10-28 00:00:00
SPEND-0000744,CMP-0030,2025-10-23,Paid Social,194362,10680,1011,1866.42,2025-10-23 00:00:00
SPEND-0000745,CMP-0030,2025-10-26,Paid Social,30677,2079,332,647.01,2025-11-03 00:00:00
SPEND-0000746,CMP-0030,2025-10-27,Paid Social,52632,1143,133,966.64,2025-10-28 00:00:00
SPEND-0000747,CMP-0030,2025-11-08,Paid Social,155011,9972,1413,2251.11,2025-11-13 00:00:00
SPEND-0000748,CMP-0030,2025-11-13,Paid Social,80440,4907,180,1887.44,2025-11-19 00:00:00
SPEND-0000749,CMP-0030,2025-11-20,Paid Social,204653,5539,468,1760.51,2025-11-27 00:00:00
SPEND-0000750,CMP-0030,2025-11-26,Paid Social,19027,1124,162,519.84,2025-11-30 00:00:00
SPEND-0000751,CMP-0030,2025-11-30,Paid Social,64745,3173,196,702.57,2025-12-01 00:00:00
SPEND-0000752,CMP-0030,2025-12-01,Paid Social,144370,10799,1464,2098.99,2025-12-03 00:00:00
SPEND-0000753,CMP-0030,2025-12-03,Paid Social,107857,3860,126,2015.73,2025-12-04 00:00:00
SPEND-0000754,CMP-0030,2025-12-08,Paid Social,212587,6480,371,2395.31,2025-12-11 00:00:00
SPEND-0000755,CMP-0030,2025-12-13,Paid Social,25562,494,33,575.82,2025-12-13 00:00:00
SPEND-0000756,CMP-0030,2025-12-14,Paid Social,46357,1240,98,966.76,2025-12-18 00:00:00
SPEND-0000757,CMP-0030,2025-12-17,Paid Social,10803,661,29,275.15,2025-12-25 00:00:00
SPEND-0000758,CMP-0030,2025-12-18,Paid Social,15841,1014,151,312.54,2025-12-21 00:00:00
SPEND-0000759,CMP-0030,2025-12-19,Paid Social,54994,3000,133,1036.09,2025-12-25 00:00:00
SPEND-0000760,CMP-0030,2025-12-20,Paid Social,172093,4309,264,1671.02,2025-12-26 00:00:00
SPEND-0000761,CMP-0031,2025-11-04,Paid Search,83563,713,105,696.39,2025-11-04 00:00:00
SPEND-0000762,CMP-0031,2025-11-05,Paid Search,191374,8667,449,1976.15,2025-11-10 00:00:00
SPEND-0000763,CMP-0031,2025-11-06,Paid Search,17594,1178,43,212.68,2025-11-07 00:00:00
SPEND-0000764,CMP-0031,2025-11-07,Paid Search,30335,1508,189,636.44,2025-11-14 00:00:00
SPEND-0000765,CMP-0031,2025-11-08,Paid Search,59478,2270,359,629.05,2025-11-16 00:00:00
SPEND-0000766,CMP-0031,2025-11-09,Paid Search,74792,2123,240,1710.52,2025-11-11 00:00:00
SPEND-0000767,CMP-0031,2025-11-10,Paid Search,59668,1499,92,989.67,2025-11-16 00:00:00
SPEND-0000768,CMP-0031,2025-11-11,Paid Search,18646,352,16,282.56,2025-11-13 00:00:00
SPEND-0000769,CMP-0031,2025-11-12,Paid Search,37277,1953,275,479.62,2025-11-14 00:00:00
SPEND-0000770,CMP-0031,2025-11-13,Paid Search,51116,1535,141,1294.99,2025-11-16 00:00:00
SPEND-0000771,CMP-0031,2025-11-14,Paid Search,60353,3454,426,608.11,2025-11-21 00:00:00
SPEND-0000772,CMP-0031,2025-11-15,Paid Search,88881,4202,231,1623.51,2025-11-24 00:00:00
SPEND-0000773,CMP-0031,2025-11-16,Paid Search,18590,1233,78,200.89,2025-11-25 00:00:00
SPEND-0000774,CMP-0031,2025-11-17,Paid Search,29733,1270,53,668.17,2025-11-26 00:00:00
SPEND-0000775,CMP-0031,2025-11-18,Paid Search,64801,3521,521,1408.07,2025-11-23 00:00:00
SPEND-0000776,CMP-0031,2025-11-19,Paid Search,106768,6742,832,2240.12,2025-11-20 00:00:00
SPEND-0000777,CMP-0031,2025-11-20,Paid Search,54719,2402,324,651.6,2025-11-29 00:00:00
SPEND-0000778,CMP-0031,2025-11-21,Paid Search,20299,774,122,255.62,2025-11-25 00:00:00
SPEND-0000779,CMP-0031,2025-11-22,Paid Search,216121,5187,576,2296.84,2025-11-30 00:00:00
SPEND-0000780,CMP-0031,2025-11-23,Paid Search,121139,5702,169,2016.35,2025-11-29 00:00:00
SPEND-0000781,CMP-0031,2025-11-24,Paid Search,79427,2915,59,1004.01,2025-11-25 00:00:00
SPEND-0000782,CMP-0031,2025-11-25,Paid Search,117429,8126,401,1951.2,2025-12-04 00:00:00
